1|2.02E+13|0|0|我从公司开回家，开了不到30KM的路程，回来进小区地下车库停好车后，刚锁好车门准备走，突然听到我家小灰车底传来啪哒啪哒的声音
1|2.02E+13|12|68|副驾的座椅怎么比驾驶座的高呀，大家有同样感觉吗
1|2.02E+13|18|93|左打方向有异响，师傅找了好半天，判断这个总成中部分异响，索赔，等了两个星期，到货了
1|2.02E+13|18|101|这个总成非常沉，好像是20kg两个人托着才装上的
1|2.02E+13|30|139|最近看上这车，现主要纠结两点：一是大家反映1,6的噪音大，二是好像没有防撞钢梁；不知道2,0的噪音大不大啊
1|2.02E+13|139|801|天啊，我的车车啊，才八个月啊，就裂了，从底脚一直裂到快到顶了，奶奶的，找4S店，他们说玻璃不在保，这它妈的是质量问题啊，也不是我人为损坏的，这啥质量啊，我停在单位院里都没开，下班时才发现这么一条大缝，真倒霉啊，玻璃倒不贵，4S说原厂的才三百八，加上工时也就四百多，可我的膜贴了才两个多月啊，更可气的是，我才开了八个月不到五千公里，和新车也没啥区别，这玻璃就自动裂了，想着就恼心，看着就烦心，亏我还一直向周围的人推荐长城，这下人家都看我笑话了，说你不是说长城车质量好吗，你这才几个月的车就这样了，唉，脸丢大发了啊
1|2.02E+13|148|823|使用中暂发现以下问题，不知各位车友可曾遇到：1、方向盘只能前后调节，不能上下调节，使用起来有点不方便
1|2.02E+13|148|824|2、驾驶座仪表板下方空间较局促，时间久了磨的膝盖疼，LP现在非常不想开，一直埋怨没买M2
1|2.02E+13|148|825|3、高速行驶时时速超过100KM/时，胎噪确实大啊
1|2.02E+13|148|829|5、前段时间出现过一次打火打不着，连打几次都不行
1|2.02E+13|148|838|7、4S服务态度真的不行，希望长城以后好好整顿下售后
1|2.02E+13|153|883|加速时明显感觉发动机发闷不像以前那么透溜油门特别重方向盘特别沉给油好像比原来慢降速厉害滑行时比原来短很多一降到60感觉后面有东西拽一下降到30迈以下的时候感觉又正常了?停车等灯时感觉车抖动这都是什么毛病呢我的车是2.0两驱首保过后就这样了?三保刚完事还是这样到4S店去检查说一切正常怎么回事呢都无语了
1|2.02E+13|154|884|我的小三，最近一段时间在晚上开灯光的时候，水温很容易上5格，就算是只跑2公里也是这样，如果开空调水温很快上7格，但是关掉大灯后，水温迅速变为4格或者是5格，如果是5格，风扇启动，水温很快变为4格，什么原因
1|2.02E+13|174|984|??今天洗车发现天线的塑料座子裂了好几道缝，不知道是被太阳晒得还是洗车冲的，于是打电话给4S，叫立马过去
1|2.02E+13|202|1277|启动车时听到启动机很强劲的声音及车的震动，但是打不着火
1|2.02E+13|212|1329|除了做工内饰不如马三外
1|2.02E+13|228|1507|踩在上面怎么都不舒服，特别是加油的时候总觉得行程很短，腿不好使力，你们是怎么解决这个问题的
1|2.02E+13|311|1934|这两天看到的很多车都有驾驶位的右脚、小腿位有热风吹出的情况，我的也是，你说冬天也行啊，但夏天怎么办啊，那天只开了一个小时就热得不行，感到方向盘下方也有热感，有时还能感觉到有股糊味，求原因及解决途径，非常感谢
1|2.02E+13|313|1936|雨刮器挂起来没力啊~特别是高速上~另外问下大家你们的雨刮器喷嘴喷出来的水是柱状的还是散开的雾状的
1|2.02E+13|314|1939|之前有过，试过急刹，但是还响，完了把刹车片卸下来把四周磨了下就好了
1|2.02E+13|333|2034|最近研究了小三的座椅问题，发现不舒服并不全是因为座椅，门板扶手才是罪魁祸首，小三车体窄设计师为了加大横向空间，门板扶手设计的靠外，开车时胳膊肘放不到扶手上，导致时间长后会很累所以动手加宽扶手，作业时没拍照直接上成品图
1|2.02E+13|342|2163|?各位大哥，我的纳纳熄火的时候，发动机仓嗒嗒响，去4S问了一下，人家说是电子节气门都是这，熄火的时候都响
1|2.02E+13|388|2429|而且油门抖动的感觉更明显，大家有没有这种感觉，小弟刚入手F3，对在驾驶时所遇到的情况和问题，不知道是正常还是不正常，还希望大家给予帮助，打消一些不必要的疑问
1|2.02E+13|461|2998|各位：瑞纳的轮胎噪音感觉很大，是不是磨合一段时间就好了
1|2.02E+13|464|3013|和大家比起来，真有点贵啊
1|2.02E+13|474|3124|最近每次下大雨，关窗开车没一会功夫，前挡就起雾了，模糊的看不清啊，不知道怎么开除雾功能，每次要打开空调，然后风力很大才可以，大风力声音很大，但是关了又不行了，到底是不是这样除雾的，看图片
1|2.02E+13|476|3128|其他的都挺好的，就是今天回家时开在路上的时候不经意的把手放开时，发现方向盘向右跑偏挺厉害的，我还以为轮胎漏气了，还特地下车查看了一圈
1|2.02E+13|476|3129|后来开在高架上时速80到100时放手也有点跑偏，比低速时好些
1|2.02E+13|504|3267|本人想换掉原厂的天线，因为蛮碍事的??车衣不好罩，洗车不好洗；未下各位同学原厂要怎么样拆下来啊，拆完后有孔没有
1|2.02E+13|555|3534|见笑咯?1、2档的发动机噪音还是比较明显的，3、4、5档就好很多了
1|2.02E+13|618|3860|为什么C30挂一挡特别不好挂，而且提速挂挡的时候挂一挡和挂二挡总是不顺畅，每次挂挡的时候挂到一半就卡住了，好像有东西中中间挡着似的，然后在挂会空挡重新在挂挡，我真是无语了，买车3个月总是因为挂不上挡变速箱打齿
1|2.02E+13|669|4147|前几天刚刚提的小三，开始的两天刹车的时候没有响声，开了两天后每次刹车的时候都有像吹口哨一样的响声，而且声音好像大了，什么原因啊
1|2.02E+13|670|4148|???2009年9月底购置一辆双燃料爱丽舍(本地区天然气加气站充足，为了节省费用），在使用2年后，车辆油转气候开始抖动，去4S店检查发现，4个喷气嘴中2个已经损坏无法使用，剩下的2个也将要报废，一个配气嘴1280元
1|2.02E+13|722|4529|缺点：①小五的刹车系统不行，据观察主要刹车盘太小大家可以仔细比对一下后轮比前轮的还小②转向系统过于柔软
1|2.02E+13|772|4851|雨刷使用时运行到玻璃最上面有响声出现，比较大，是啥原因
1|2.02E+13|845|5232|不过最近频频有质量问题：1、2档位不清；向右跑偏；把手质量；总里程可以清零
1|2.02E+13|846|5242|2.柴油质量不稳定,质量差的柴油一下就把喷油嘴堵死,一个喷油嘴要1000多啊,4个喷油嘴是多少了
1|2.02E+13|855|5272|感觉还不错，后排空间小了点，女士开还行
1|2.02E+13|886|5504|前天发现挂档不好挂空挡，踩在离合上抖动的厉害，六点多到4S说下班了可能是离合的问题我怕引起更大的故障在家门口的修车店把离合拆了，真费事啊，拆的我心疼，换了个新的离合，发现原来的磨得挺好的，以前我老不自信驾车技术
1|2.02E+13|917|5780|缺点：1、白色与红色不属于金属漆，太薄太薄了，在大车多的路上车漆很容易受小伤2、很塑料化，所料不怎么结实3、减震太硬了，我感觉比拖拉机强一点点，真的，尤其是过减速带或是硬坑的时候，那么的明显，在全公路上开还行，要是走乡村路，太没有舒适感了
1|2.02E+13|939|5856|用了这几天，我觉得此车最大的一个毛病就是，二档三档低速松油的时候挫车感比较明显，需要加油门或者半离合来解决，或者干脆进空档
1|2.02E+13|987|6088|60迈车4、5档，发动机异响，踩油门时“哒哒”连续有节奏的声音，像金属撞击声音，声音不大，但是能够听出来，松开油门声音消失
1|2.02E+13|987|6093|刷ECU后感觉怠速发动机声音变大（因为以前发动机启动后，还有时候再拧钥匙打火，说明以前怠速很静音）也不知道是不是心理的缘故
1|2.02E+13|987|6095|左车门又异响，颠簸的路面好像车门玻璃或者车门震动的响，确定是车门响，怎么办啊
1|2.02E+13|999|6220|车门很溥，关门声音不如帝豪718好听
1|2.02E+13|105|621|德系的SUV奔驰宝马买不起，奥迪Q5和途观空间小，外形平庸缺乏现代时尚感
1|2.02E+13|124|706|2.oMT起步略有抖动，大家有么有一样的情况
1|2.02E+13|132|731|这23天回龙岩过5.1，天气差不多28-30度的阵雨天气，空调还是跟之前一样，不给力，坐后排的人都热死了
1|2.02E+13|132|741|308明显跟别车比起来空调不给力
1|2.02E+13|149|821|苏州凯马的长城4S的服务不错，知道这个问题后帮忙换成了哈弗的固定螺杆螺母
1|2.02E+13|224|1537|开关不大好，好像是接触不灵敏，SSSS说换开关要钱的
1|2.02E+13|226|1555|苏州优惠一直很不给力，只有1万2
1|2.02E+13|306|2026|唯一感觉很不好的就是轮毂真的太憔悴了，别管怎么小心，还是经常会被飞起的小石子划伤，还好不是很明显
1|2.02E+13|363|2294|唯一就是提速慢，刹车比帕稍差点，空间小，隔音比帕稍差（一分钱一分货）
1|2.02E+13|382|2650|车子开了2年，还是感觉F3有点小，排量小，动力欠缺
1|2.02E+13|428|3021|去年年底买的车2012舒适型，现在整体感觉良好，就是有异响，主要是来自前面的操作台，用手去推就能感觉吱吱响，朋友的车用手推就不响，走跌波的路就会吱吱响，找4S的师傅说是前挡风玻璃的胶郁闷，想处理的话很费劲，不知道是不是这个原因导致响，反正用手推操作台就响，好像是前面的玻璃出风口处的海绵那里来的声音在有就是过砍的时候车速慢的情况下，后面有扯铁皮的声音，也不知道是那里来的
1|2.02E+13|435|3097|空调确实如买之前所知道的一些空调不给力等等问题
1|2.02E+13|435|3116|刚开始问的第一家服务态度就很牛逼
1|2.02E+13|469|3340|逍客内饰一般，总感觉像个两厢车，个人觉得不好看
1|2.02E+13|469|3345|缺点：1、不知道别的车怎么样，小智的A柱我感觉很挡视线，转向我的撑着脖子好好看一看；2、内饰虽然设计还可以，但塑料感比较强；3、缝隙偏大，细节处理一般，下车窗的饰条竟然没包边；4、胎噪偏大
1|2.02E+13|505|4020|双区自动空调（我一直搞不明白自动空调，一开就风力很大，一点都不舒服，以前雷诺是，标致也是，别的国家的车也这样
1|2.02E+13|519|4284|上了140150以上时的噪音会明显变大很多
1|2.02E+13|519|4294|整体感觉还没有比皇冠更好
1|2.02E+13|519|4327|并且内饰用料和质量严重下降
1|2.02E+13|567|4565|关着窗户擦汗，风不够凉，风力也不大
1|2.02E+13|694|5175|郁闷中，我的车120KM/S噪音超大
1|2.02E+13|746|5425|6、前挡玻璃内倾角度稍大，驾驶时稍压抑
1|2.02E+13|758|5471|车头太长了，还是没估好量
1|2.02E+13|834|6307|缺点：1、个人觉得轮毂不好看；????2、音响效果一般，比酷搏的波士顿音响差远了，不过后来经过调试，发现效果还好一些了，据说如果不要导航的原版效果更好；????3、天窗不能开启；????4、貌似驾驶员座椅后面没有杂志袋；
1|2.02E+13|90|714|是的，让大家头疼的异响
1|2.02E+13|237|1641|这车最大的问题就是路噪、胎噪真的很大（我感觉是很不舒服的那种，像飞机飞行时那种感觉），再就是悬挂避震系统很一般
1|2.02E+13|257|1812|Xl方向好重?开车好累
1|2.02E+13|273|2073|4、隔音效果不好
1|2.02E+13|273|2076|5、板金的确不好
1|2.02E+13|301|2255|关于档位，我觉得倒档不是很好挂，五档基本没挂过，时速没有高过60
1|2.02E+13|334|2515|说说缺点，空调风扇的噪音大
1|2.02E+13|334|2516|手动挡档位感觉不扎实，很飘像面包车，比不上福克斯的手动挡挂档有厚重感
1|2.02E+13|336|2524|内饰确实差点，不过这个价位，不可能尽善尽美的
1|2.02E+13|446|3138|后排座椅坐垫有点平支撑点不是太好
1|2.02E+13|448|3150|Q5有点像二奶车，大老爷们儿进去感觉有点奇怪，特别是后排更是憋屈
1|2.02E+13|497|3386|小弟听说噪音大的离谱
1|2.02E+13|499|3428|就是视野不太好
1|2.02E+13|556|3728|中控台造型略显简约，大量塑料材质的使用，以及相对粗糙的做工，为整体降低了质感
1|2.02E+13|562|3754|???先说说车的情况，目前跑了18000公里，以宽容的心对待它，我看这车也还行，目前只感觉风噪、胎噪大点、减震差点，其他我看都还好
1|2.02E+13|617|4138|风扇启动了驾驶室内噪音瞌不是一般的大
1|2.02E+13|661|4429|明显感觉向左转弯的时候，方向盘间隙很稍稍有点大、回盘慢、力度小
1|2.02E+13|867|5674|这么厉害的油耗
1|2.02E+13|919|5930|好丑的suv,说是面包车可以理解
1|2.02E+13|973|6282|GX7?在天一广场展出，去看了看，外表不大气，内饰一般，特另是前面的拓界太粗糙
1|2.02E+13|980|6306|）内饰塑料感太强，气味很重
1|2.02E+13|5|12|我的是2002年的菱智，4G64发动机，2.4自动挡，感觉发动机动力不足，2000转时速80公里，2500转时速95公里，3000转时速110公里，3500转120公里（GPS实测），是不是正常，谢谢最近跑了趟高速，下了高速发动机居然熄火了，重新打着车，怠速十分不稳定，加速无力
1|2.02E+13|11|27|我是一个对车比较感兴趣的正常男，平时没事也喜欢捣鼓，就好像LD有一天跟我说，这车起步太肉了，连旁边普桑都加速比她快
1|2.02E+13|28|131|2.0P居然才三个气囊，?坑爹啊
1|2.02E+13|71|276|?车启动后，(热车也是这样)机器噪声大，踩住离合器，声音就小了，我试着车在很低的速度行走时也是这样，，?空挡时踩住离合声音就小
1|2.02E+13|90|635|其实我对汽车不大在行，或者说很不在行，我自己开的是美系车（轰油门的声音虽然很悦耳，但烧油烧得让人心疼），对日本车的印象还是停留在官方和民间的那些议论：车轻皮薄、上高速发飘、发动机没劲、操纵性差，最令人诟病的是安全性极差，好像动辄撞车死全家的都是日本车
1|2.02E+13|113|802|个人感觉全球鹰GX7的大灯不好看
1|2.02E+13|117|815|网上只要对比，全部都说花冠好花冠我看真的不怎么样，但花冠车主都得意洋洋说花冠有多好，阳光有多薄（重量相差不多吧）搞的都后悔没买花冠了，花冠后排横向可能好那么一点点，但中间凸起啊，纵向就没办法比了
1|2.02E+13|117|816|现在看到阳光有1提速慢2低温保护不上挡3生锈4爆震5其他异响什么的都是大问题啊
1|2.02E+13|175|1201|2、后备箱整体视觉空间变小，后备箱容积和实用性打了折扣
1|2.02E+13|202|1345|MT的一般都是机油黏度过大
1|2.02E+13|250|1518|2、内饰很一般，最不满意的地方是仪表盘太小感觉和这么大的车有点不匹配，还有就是顶棚的隔音太松垮了，感觉就没有和顶棚很好的贴合在一起；特意看了一下扶手箱也还凑合没有传说的中那么惨；中控的颜色搭配的有些老气，没有时尚感和科技感；中控的材质也一般，没有亮点；空间比较大尤其是后排，但后备箱没有想象中的大，不过也还好吧
1|2.02E+13|250|1521|4、4s报价低配的9.39W，涨了1K.对车的整体印象一般，主要是内饰太差
1|2.02E+13|255|1554|11款2.0P,刚跑8600,二保后上高速，明显感觉105--115码之间发动机声音有点嘶声力竭，之前没有过，油门响应迟钝，转速2000，上到120码后，发动机声音明显降低且和顺，加速灵敏，不知啥道理，难道车子和运动员一样在比赛中也有个疲劳点，过了就好
1|2.02E+13|265|1610|?????但是座椅问题很是有点困扰我，调到最低位置了感觉还是有点高，短途还好，开车时间稍微长点右腿就感觉被座椅前部分弄的酸麻，太高的原因，时不时要抬起腿来活动一下才行，提车以后就弄了个坐垫，后来坐垫也撤了，还是不舒服，冬天的毛垫子更加不用说，垫不了，太高了
1|2.02E+13|326|2072|不爽啊回来在市区开感觉声音变大了
1|2.02E+13|328|2087|今年春节，从广西回广东，车上三个大人，一个小孩，后尾箱装200斤的物品，经过清连高速连南县水足塘路段（入口到出口约25km）时，在入口加速带（斜坡）出现车身抖动严重，异响，感觉轮胎抱死，随之死火
1|2.02E+13|366|2296|前两天发现踩刹车前轮位置发出异响，就是好象什么东西挤压发出的“嘎吱”声，并且是踩一下响一声
1|2.02E+13|370|2316|ix35大量使用双面胶，线束也显得很凌乱，绝缘保护不如逍客;两车金属车身和内饰板的工艺基本处于同一水准，但逍客A柱的织物包裹更显精致，ix35的钣金水准实在太糟糕
1|2.02E+13|391|2368|车子刚首保完，感觉胎噪太大，怎么处理效果好啊
1|2.02E+13|405|2684|只是170以上风噪还是比较大，没有想象的那么好
1|2.02E+13|458|2967|2、?可能是新车的事，档略显不好挂
1|2.02E+13|458|2968|3、?座椅的调节方式略显不方便，第二排的座椅已经被减配，前后调节功能已经没有了
1|2.02E+13|468|3028|内饰给人的感觉不是很高档，塑料感很重
1|2.02E+13|468|3029|坐上驾驶位怎么有点给人一种压抑感，顶部空间不足，头部稍微有点靠前了
1|2.02E+13|468|3031|在保持60迈的时候特别关掉空调及音乐关注下噪音，个人感觉噪音还是有点偏大，也许最大的噪音是来自那万恶的韩泰轮胎
1|2.02E+13|468|3032|还特别感受了一下ECO模式，得到的结论不见得省油多少，而且动力明显的下降了，一脚踩下油门居然没啥反应，制动偏软，跟11款评测的制动将近45米的数据应该相差不大，再有就是悬挂太硬了，开不平的路时在车上有点小难受
1|2.02E+13|498|3227|今天去试驾了gx7，是我爸爸开的车，在一条直路上车速40码，左右打了下方向，感觉车身左右摆动很厉害
1|2.02E+13|763|4891|?上车感受了下，塑料感很强，关车门的声音噗噗的，非常不爽
1|2.02E+13|854|5374|??其实市面上这个价位的车也就那么几款，大众途观外形实在不协调，东本CRV内饰只有米色，日产逍客内部空间太小、奇骏外形不喜欢，丰田RAV4变速箱是4AT，三菱劲炫个子低点，现代IX35的外形不习惯
1|2.02E+13|888|5647|打着了车子，听声音不算太大，但是抖的历害
1|2.02E+13|888|5652|车子的操控性还是比较差的，在车流量较大的路段变道超车还是有些困难的
1|2.02E+13|888|5661|?总结一下，1、噪音太大
1|2.02E+13|888|5669|????????????2、操控性较差
1|2.02E+13|15|41|桑达纳满载离地间隙138，gx7要满载应该也就这个数值吧，那通过性也不太好，我开普桑还是觉得底盘不够高，而且gx7还是5座，还是等ex8看看
1|2.02E+13|16|45|操蛋的吉利老忽悠同志们，干脆我代他一口气忽悠完，好断了大伙儿的念想
1|2.02E+13|26|91|四保是要换刹车助力油的，全部弄好之后，5点了，4S差不多下班了，我取车准备回家，出了车间后速度大约有10KM/H,点刹车，竟然没效果，脚上再用力，刹车直接踩到底了，但依然刹车很软，跟没刹车一样
1|2.02E+13|60|410|近来顶棚异响愈发严重，今天拆掉顶棚，解决一处异响，但，天窗导水槽和车外壳，有非常刺耳的摩擦声，也就是最大的异响源，请问，导水槽重新拆开，安装，会有什么后果，会不会导致漏水
1|2.02E+13|63|415|2.0ATGLS,提车一个礼拜了，之前一直开的polo肯能是第二辆车了，就激动了一天，现在已经很平静了，在平静下来说说智跑的心得缺点1，声音还是大，特别是起步加油的时候，2，油耗11个左右，市区，跟我的polo（手动）没法比从来不上7个3，车内用料了，包括保险带，车窗键，车顶等用料还不如polo，4，还有一个问题，也是想请教各位的，D挡踩刹车，车子抖动很明显，挂N挡就没有了，是不是有问题啊，有没有解决方法啊
1|2.02E+13|71|430|1、右后门不好关，每次必须很使劲才能关上
1|2.02E+13|154|814|我的小三25000公里了，抖动异响特别厉害，机脚垫离发动机距离太近，几乎烤干了，强烈要求召回无偿更换机脚垫
1|2.02E+13|157|1024|侧面防蹭条~不锈钢的~貌似不怎么好看很单薄的样子上面原来贴了个假出风口
1|2.02E+13|193|1198|有没DX知道焦点踏板支架哪有单出的，之前装的支架太垃圾了，缝隙大
1|2.02E+13|216|1299|灯光很不给力吧0.0绿色灯其实很诡异
1|2.02E+13|233|1363|最近跑了一段搓板路，哈，那声音真是大啊，好像整个车哪里都在响，跑高速超过100那也是没法子听，唉，拆开车门看看，里面光秃秃的，小R一点降噪隔音的材料都没有啊，难怪声音大啊
1|2.02E+13|284|1651|跑了30000公里，冷别抖的厉害，行驶过程感觉发动机噪声大，动力显得不够
1|2.02E+13|337|1959|????5?车门开关的声音不太好听，有点像原来的夏利
1|2.02E+13|350|2159|先说说缺点：1.如大家说的，空调有点不凉，开了空调启动和超车都有点木纳...2.NND，外漏的螺丝和备胎...真不爽
1|2.02E+13|350|2162|3.和大家一样，停车后有嗒嗒嗒的声音，听见就别扭
1|2.02E+13|350|2164|4.噪音有点大，主要体现在路噪上面...这个可以改造（底盘装甲+机盖和车门隔音棉+还有轮胎那加的名字忘了）5.就是长城公司配套的东西，不跟车出现，真扫兴...再说说优点吧：1.最大的优点省油，我的感觉不错了，过去我开越野车，实在是费油，100公里得13L，幸好那是公家的东西
1|2.02E+13|395|2371|奔驰ＧＬ，外型还凑合吧，我就去试车了，我试的是排量７．１的，我一起步才发现，这车太肉了，油门快踩到底了，楞没超过傍边的飞度，这怎么能行啊，放弃
1|2.02E+13|401|2447|智跑，外形还凑合，可是后备箱太小，后排座不能完全放倒放平（我想跑长途时让老婆在里面睡觉，我开车），主驾头部空间不够，我坐进去直接头到顶了，不爽
1|2.02E+13|421|2719|当前轮动力输出过大时，汽车会出现自动转向跑偏的情况，这种情况在弯道中最为明显
1|2.02E+13|422|2816|嗯越看车里内饰那几片塑料假木头越不爽?我想知道有没有办法换成真木头的
1|2.02E+13|448|2980|开了一个月后再换回来开致胜后，致胜的缺点全部暴露出来，车太大，变速箱不给力，悬挂太软，动力也不行，于是就想换车，朋友说上R20，排气声音很好听，动力也给力，我也挺喜欢，但是考虑到家用，空间就不行了
1|2.02E+13|455|3095|昨天就被个夏利n5给虐待了，我靠，不是我驾驶技术不行，使劲开就是不往前跑
1|2.02E+13|464|3135|Ｃ３０买了一年多了一些小毛病都比较无所谓，毕竟车价就这样而且是国货，关键一点就是很郁闷，座椅太高了实在不舒服，我也才１７０的个头，头都顶到顶部了视线不好
1|2.02E+13|493|3279|2、内饰较差
1|2.02E+13|493|3280|座椅较单薄，还有中控、手扶箱质量网友们也多有诟病
1|2.02E+13|515|3371|我是2010年5月提的车，我是个准车主哦，不是托也不黑，现在1万公路，冷车刹车唧唧叫睡觉的人都惊醒了，发动机声音很大，特别抖动啊，去了售后服务几次没处理，说的通病正常，没办法了，各位大师你们的都一样吗指教一下谢谢哦，
1|2.02E+13|538|3548|小狮子初体验の大明山滑雪体验结论：1.小狮子油耗确实是高，总共跑了800公里，其中600多是高速，平均时速31，平均油耗9.7.2.隔音比307好多了，但在高速上还是有点噪音
1|2.02E+13|558|3662|其故障原因有：轮胎动平衡失准；前后悬架、转向、传动等机构松动；前轮定位、轴距失准；半轴间隙过大
1|2.02E+13|558|3681|4、发动机运转不平稳，常伴有“突、突”声，加速时发动机动力不足，不时发出“彭、彭”的放炮声，排气管冒黑烟
1|2.02E+13|558|3708|造成上述情况的原因只能有两个，一个是变速器轴间定位有问题，造成轴不平行；另一个就是其轴间间隙过大
1|2.02E+13|561|3729|唯一的缺点就是车门和前中控的大面积硬塑料确实有点掉档次
1|2.02E+13|561|3734|????后来又到海马骑士看了看味道太大，做工也不咋地，那个皮质座椅包的太丑
1|2.02E+13|598|3849|车身尺寸感觉不是很大，就比瑞虎大一点
1|2.02E+13|613|3911|在工艺方面，ix35大量使用双面胶，线束也显得很凌乱，绝缘保护不如逍客;两车金属车身和内饰板的工艺基本处于同一水准，但逍客A柱的织物包裹更显精致，ix35的钣金水准实在太糟糕
1|2.02E+13|613|3916|在舒适度方面，逍客的后排座椅尺寸过小，头部空间不足，但静音处理胜过ix35
1|2.02E+13|620|3966|扶手箱的确松松垮垮，手套箱也有点松，内饰基本都是硬塑料
1|2.02E+13|622|3977|一、车内异响不可否认，B50的内饰算是比较粗糙的，塑料级别的，在热胀冷缩后就很容易出现缝隙，有了相对运动，难免会出现异响
1|2.02E+13|630|4076|问题也不少，中控异响时有时无，离合器比宝来车的踏起来重，有点费劲，总行程10230公里
1|2.02E+13|652|4164|但现在，行驶到四万公里的时候，出现汽车无力，油耗增加，起步过于肉，等问题，经检查一出现最不想出现的三元催化堵塞的问题，并且，没有什么好的解决办法，要不清洗，要不更换，而且，更换后不能保证行车的里程，并且这么大的原件，不在索赔之列，我不是一个闲人，所以没有太多精力放在这里
1|2.02E+13|654|4188|去到4S，发现全是米色内饰，本人偏向于比较运动，所以觉得米色差强人意，而且米色太容易脏了，就算经常洗内饰，还是有些洗不掉，而且开2年后特别显旧
1|2.02E+13|654|4204|???然后谈谈缺点，先是刹车，觉得比起宝马，的确有差距，只能算一般（这是个人感觉），跑快了遇到个突发状况，感觉站不住，宝马的刹车这里要赞一个，的确好啊，730和X5我都开的比较多，动力不说，刹车的确没话说，至尽开了不少比较高档的车，没车能和宝马的刹车比，不光是我，身边的朋友亲戚，都这么觉得
1|2.02E+13|654|4205|个人觉得VV的内饰的确比较简单，虽然做工精细，但是的确谈不上豪华，和同级别的车比起，没任何豪华感，特别是沃尔沃引以为傲的悬浮式中控，说实话，真不觉得好看
1|2.02E+13|657|4221|09奥德赛的远光的不给力啊，远光想改疝气灯，要加透镜太麻烦了，不知可不可以不加透镜，这样有效果吗
1|2.02E+13|661|4226|2012手舒版，我怎么感觉我的刹车太软，和面包车一样，轻轻的踩一下没多大反映
1|2.02E+13|706|4447|2，雨刮器异响，其实这个真没啥大不了的，不过C30设计有点白痴，干嘛和14寸的雨刮搭配呢，越短摩擦越小，自然容易有意向了
1|2.02E+13|706|4520|不得不说长城的塑料质量很次
1|2.02E+13|739|4649|C30的噪音比较大，那位同学做了隔音
1|2.02E+13|743|4662|阳光车4个避震漏油.过于硬.我估计应该是设计缺陷.原因有2.一是避震器里面的液压油太少.造成避震器上下抗震的自由幅度减少.所以过硬.二是设计不合理.避震器和整车重量应该有个科学的比例.大家有机会按一下.所有车型的尾部和前脸就知道原因了.以事论实.个人意见.不是车黑.欢迎参与.开口骂人者勿入
1|2.02E+13|744|4670|车门的隔音不好，厂家太节约成本了.我简单的做了一下隔音：?
1|2.02E+13|787|4877|主要是车内用的材料不环保，毒气挥发厉害
1|2.02E+13|855|5309|C30的后备箱盖很单薄，比我家的日产颐达有的一比；从试驾车C30旁边过，发动机声音挺大，在车后三米外都听的见
